x,y,t
28.37072412,121.9204659,2
100.4194316,128.3464294,2
2.398413205,97.88357952,4
69.96942331,107.2412261,4
159.9653626,124.7046452,4
2.382274545,87.8022962,6
70.27293425,96.83439305,6
130.4862769,110.1024545,6
160.5942498,117.5494919,6
2.04804809,79.0221707,8
11.33558696,80.63811917,8
36.30834213,80.28584518,8
70.25523378,85.77750167,8
130.1463239,97.7450994,8
160.5739463,104.8665871,8
