2880	6	20010101
Time_Day	Prcp	Temp	RH	Wind	Rad
0	3.552	25	0.5	1000	1e+05
0.000694444444444444	3.552	25	0.5	1000	1e+05
0.00138888888888889	3.552	25	0.5	1000	1e+05
0.00208333333333333	3.552	25	0.5	1000	1e+05
0.00277777777777778	3.552	25	0.5	1000	1e+05
0.00347222222222222	3.552	25	0.5	1000	1e+05
0.00416666666666667	3.552	25	0.5	1000	1e+05
0.00486111111111111	3.552	25	0.5	1000	1e+05
0.00555555555555556	3.552	25	0.5	1000	1e+05
0.00625	3.552	25	0.5	1000	1e+05
0.00694444444444444	3.552	25	0.5	1000	1e+05
0.00763888888888889	3.552	25	0.5	1000	1e+05
0.00833333333333333	3.552	25	0.5	1000	1e+05
0.00902777777777778	3.552	25	0.5	1000	1e+05
0.00972222222222222	3.552	25	0.5	1000	1e+05
0.0104166666666667	3.552	25	0.5	1000	1e+05
0.0111111111111111	3.552	25	0.5	1000	1e+05
0.0118055555555556	3.552	25	0.5	1000	1e+05
0.0125	3.552	25	0.5	1000	1e+05
0.0131944444444444	3.552	25	0.5	1000	1e+05
0.0138888888888889	3.552	25	0.5	1000	1e+05
0.0145833333333333	3.552	25	0.5	1000	1e+05
0.0152777777777778	3.552	25	0.5	1000	1e+05
0.0159722222222222	3.552	25	0.5	1000	1e+05
0.0166666666666667	3.552	25	0.5	1000	1e+05
0.0173611111111111	3.552	25	0.5	1000	1e+05
0.0180555555555556	3.552	25	0.5	1000	1e+05
0.01875	3.552	25	0.5	1000	1e+05
0.0194444444444444	3.552	25	0.5	1000	1e+05
0.0201388888888889	3.552	25	0.5	1000	1e+05
0.0208333333333333	3.552	25	0.5	1000	1e+05
0.0215277777777778	3.552	25	0.5	1000	1e+05
0.0222222222222222	3.552	25	0.5	1000	1e+05
0.0229166666666667	3.552	25	0.5	1000	1e+05
0.0236111111111111	3.552	25	0.5	1000	1e+05
0.0243055555555556	3.552	25	0.5	1000	1e+05
0.025	3.552	25	0.5	1000	1e+05
0.0256944444444444	3.552	25	0.5	1000	1e+05
0.0263888888888889	3.552	25	0.5	1000	1e+05
0.0270833333333333	3.552	25	0.5	1000	1e+05
0.0277777777777778	3.552	25	0.5	1000	1e+05
0.0284722222222222	3.552	25	0.5	1000	1e+05
0.0291666666666667	3.552	25	0.5	1000	1e+05
0.0298611111111111	3.552	25	0.5	1000	1e+05
0.0305555555555556	3.552	25	0.5	1000	1e+05
0.03125	3.552	25	0.5	1000	1e+05
0.0319444444444444	3.552	25	0.5	1000	1e+05
0.0326388888888889	3.552	25	0.5	1000	1e+05
0.0333333333333333	3.552	25	0.5	1000	1e+05
0.0340277777777778	3.552	25	0.5	1000	1e+05
0.0347222222222222	3.552	25	0.5	1000	1e+05
0.0354166666666667	3.552	25	0.5	1000	1e+05
0.0361111111111111	3.552	25	0.5	1000	1e+05
0.0368055555555556	3.552	25	0.5	1000	1e+05
0.0375	3.552	25	0.5	1000	1e+05
0.0381944444444444	3.552	25	0.5	1000	1e+05
0.0388888888888889	3.552	25	0.5	1000	1e+05
0.0395833333333333	3.552	25	0.5	1000	1e+05
0.0402777777777778	3.552	25	0.5	1000	1e+05
0.0409722222222222	3.552	25	0.5	1000	1e+05
0.0416666666666667	3.552	25	0.5	1000	1e+05
0.0423611111111111	3.552	25	0.5	1000	1e+05
0.0430555555555556	3.552	25	0.5	1000	1e+05
0.04375	3.552	25	0.5	1000	1e+05
0.0444444444444444	3.552	25	0.5	1000	1e+05
0.0451388888888889	3.552	25	0.5	1000	1e+05
0.0458333333333333	3.552	25	0.5	1000	1e+05
0.0465277777777778	3.552	25	0.5	1000	1e+05
0.0472222222222222	3.552	25	0.5	1000	1e+05
0.0479166666666667	3.552	25	0.5	1000	1e+05
0.0486111111111111	3.552	25	0.5	1000	1e+05
0.0493055555555556	3.552	25	0.5	1000	1e+05
0.05	3.552	25	0.5	1000	1e+05
0.0506944444444444	3.552	25	0.5	1000	1e+05
0.0513888888888889	3.552	25	0.5	1000	1e+05
0.0520833333333333	3.552	25	0.5	1000	1e+05
0.0527777777777778	3.552	25	0.5	1000	1e+05
0.0534722222222222	3.552	25	0.5	1000	1e+05
0.0541666666666667	3.552	25	0.5	1000	1e+05
0.0548611111111111	3.552	25	0.5	1000	1e+05
0.0555555555555556	3.552	25	0.5	1000	1e+05
0.05625	3.552	25	0.5	1000	1e+05
0.0569444444444444	3.552	25	0.5	1000	1e+05
0.0576388888888889	3.552	25	0.5	1000	1e+05
0.0583333333333333	3.552	25	0.5	1000	1e+05
0.0590277777777778	3.552	25	0.5	1000	1e+05
0.0597222222222222	3.552	25	0.5	1000	1e+05
0.0604166666666667	3.552	25	0.5	1000	1e+05
0.0611111111111111	3.552	25	0.5	1000	1e+05
0.0618055555555556	3.552	25	0.5	1000	1e+05
0.0625	3.552	25	0.5	1000	1e+05
0.0631944444444444	3.552	25	0.5	1000	1e+05
0.0638888888888889	3.552	25	0.5	1000	1e+05
0.0645833333333333	3.552	25	0.5	1000	1e+05
0.0652777777777778	3.552	25	0.5	1000	1e+05
0.0659722222222222	3.552	25	0.5	1000	1e+05
0.0666666666666667	3.552	25	0.5	1000	1e+05
0.0673611111111111	3.552	25	0.5	1000	1e+05
0.0680555555555555	3.552	25	0.5	1000	1e+05
0.06875	3.552	25	0.5	1000	1e+05
0.0694444444444444	3.552	25	0.5	1000	1e+05
0.0701388888888889	3.552	25	0.5	1000	1e+05
0.0708333333333333	3.552	25	0.5	1000	1e+05
0.0715277777777778	3.552	25	0.5	1000	1e+05
0.0722222222222222	3.552	25	0.5	1000	1e+05
0.0729166666666667	3.552	25	0.5	1000	1e+05
0.0736111111111111	3.552	25	0.5	1000	1e+05
0.0743055555555556	3.552	25	0.5	1000	1e+05
0.075	3.552	25	0.5	1000	1e+05
0.0756944444444444	3.552	25	0.5	1000	1e+05
0.0763888888888889	3.552	25	0.5	1000	1e+05
0.0770833333333333	3.552	25	0.5	1000	1e+05
0.0777777777777778	3.552	25	0.5	1000	1e+05
0.0784722222222222	3.552	25	0.5	1000	1e+05
0.0791666666666667	3.552	25	0.5	1000	1e+05
0.0798611111111111	3.552	25	0.5	1000	1e+05
0.0805555555555556	3.552	25	0.5	1000	1e+05
0.08125	3.552	25	0.5	1000	1e+05
0.0819444444444444	3.552	25	0.5	1000	1e+05
0.0826388888888889	3.552	25	0.5	1000	1e+05
0.0833333333333333	3.552	25	0.5	1000	1e+05
0.0840277777777778	3.552	25	0.5	1000	1e+05
0.0847222222222222	3.552	25	0.5	1000	1e+05
0.0854166666666667	3.552	25	0.5	1000	1e+05
0.0861111111111111	3.552	25	0.5	1000	1e+05
0.0868055555555556	3.552	25	0.5	1000	1e+05
0.0875	3.552	25	0.5	1000	1e+05
0.0881944444444445	3.552	25	0.5	1000	1e+05
0.0888888888888889	3.552	25	0.5	1000	1e+05
0.0895833333333333	3.552	25	0.5	1000	1e+05
0.0902777777777778	3.552	25	0.5	1000	1e+05
0.0909722222222222	3.552	25	0.5	1000	1e+05
0.0916666666666667	3.552	25	0.5	1000	1e+05
0.0923611111111111	3.552	25	0.5	1000	1e+05
0.0930555555555556	3.552	25	0.5	1000	1e+05
0.09375	3.552	25	0.5	1000	1e+05
0.0944444444444444	3.552	25	0.5	1000	1e+05
0.0951388888888889	3.552	25	0.5	1000	1e+05
0.0958333333333333	3.552	25	0.5	1000	1e+05
0.0965277777777778	3.552	25	0.5	1000	1e+05
0.0972222222222222	3.552	25	0.5	1000	1e+05
0.0979166666666667	3.552	25	0.5	1000	1e+05
0.0986111111111111	3.552	25	0.5	1000	1e+05
0.0993055555555555	3.552	25	0.5	1000	1e+05
0.1	3.552	25	0.5	1000	1e+05
0.100694444444444	3.552	25	0.5	1000	1e+05
0.101388888888889	3.552	25	0.5	1000	1e+05
0.102083333333333	3.552	25	0.5	1000	1e+05
0.102777777777778	3.552	25	0.5	1000	1e+05
0.103472222222222	3.552	25	0.5	1000	1e+05
0.104166666666667	3.552	25	0.5	1000	1e+05
0.104861111111111	3.552	25	0.5	1000	1e+05
0.105555555555556	3.552	25	0.5	1000	1e+05
0.10625	3.552	25	0.5	1000	1e+05
0.106944444444444	3.552	25	0.5	1000	1e+05
0.107638888888889	3.552	25	0.5	1000	1e+05
0.108333333333333	3.552	25	0.5	1000	1e+05
0.109027777777778	3.552	25	0.5	1000	1e+05
0.109722222222222	3.552	25	0.5	1000	1e+05
0.110416666666667	3.552	25	0.5	1000	1e+05
0.111111111111111	3.552	25	0.5	1000	1e+05
0.111805555555556	3.552	25	0.5	1000	1e+05
0.1125	3.552	25	0.5	1000	1e+05
0.113194444444444	3.552	25	0.5	1000	1e+05
0.113888888888889	3.552	25	0.5	1000	1e+05
0.114583333333333	3.552	25	0.5	1000	1e+05
0.115277777777778	3.552	25	0.5	1000	1e+05
0.115972222222222	3.552	25	0.5	1000	1e+05
0.116666666666667	3.552	25	0.5	1000	1e+05
0.117361111111111	3.552	25	0.5	1000	1e+05
0.118055555555556	3.552	25	0.5	1000	1e+05
0.11875	3.552	25	0.5	1000	1e+05
0.119444444444444	3.552	25	0.5	1000	1e+05
0.120138888888889	3.552	25	0.5	1000	1e+05
0.120833333333333	3.552	25	0.5	1000	1e+05
0.121527777777778	3.552	25	0.5	1000	1e+05
0.122222222222222	3.552	25	0.5	1000	1e+05
0.122916666666667	3.552	25	0.5	1000	1e+05
0.123611111111111	3.552	25	0.5	1000	1e+05
0.124305555555556	3.552	25	0.5	1000	1e+05
0.125	3.552	25	0.5	1000	1e+05
0.125694444444444	3.552	25	0.5	1000	1e+05
0.126388888888889	3.552	25	0.5	1000	1e+05
0.127083333333333	3.552	25	0.5	1000	1e+05
0.127777777777778	3.552	25	0.5	1000	1e+05
0.128472222222222	3.552	25	0.5	1000	1e+05
0.129166666666667	3.552	25	0.5	1000	1e+05
0.129861111111111	3.552	25	0.5	1000	1e+05
0.130555555555556	3.552	25	0.5	1000	1e+05
0.13125	3.552	25	0.5	1000	1e+05
0.131944444444444	3.552	25	0.5	1000	1e+05
0.132638888888889	3.552	25	0.5	1000	1e+05
0.133333333333333	3.552	25	0.5	1000	1e+05
0.134027777777778	3.552	25	0.5	1000	1e+05
0.134722222222222	3.552	25	0.5	1000	1e+05
0.135416666666667	3.552	25	0.5	1000	1e+05
0.136111111111111	3.552	25	0.5	1000	1e+05
0.136805555555556	3.552	25	0.5	1000	1e+05
0.1375	3.552	25	0.5	1000	1e+05
0.138194444444444	3.552	25	0.5	1000	1e+05
0.138888888888889	3.552	25	0.5	1000	1e+05
0.139583333333333	3.552	25	0.5	1000	1e+05
0.140277777777778	3.552	25	0.5	1000	1e+05
0.140972222222222	3.552	25	0.5	1000	1e+05
0.141666666666667	3.552	25	0.5	1000	1e+05
0.142361111111111	3.552	25	0.5	1000	1e+05
0.143055555555556	3.552	25	0.5	1000	1e+05
0.14375	3.552	25	0.5	1000	1e+05
0.144444444444444	3.552	25	0.5	1000	1e+05
0.145138888888889	3.552	25	0.5	1000	1e+05
0.145833333333333	3.552	25	0.5	1000	1e+05
0.146527777777778	3.552	25	0.5	1000	1e+05
0.147222222222222	3.552	25	0.5	1000	1e+05
0.147916666666667	3.552	25	0.5	1000	1e+05
0.148611111111111	3.552	25	0.5	1000	1e+05
0.149305555555556	3.552	25	0.5	1000	1e+05
0.15	3.552	25	0.5	1000	1e+05
0.150694444444444	3.552	25	0.5	1000	1e+05
0.151388888888889	3.552	25	0.5	1000	1e+05
0.152083333333333	3.552	25	0.5	1000	1e+05
0.152777777777778	3.552	25	0.5	1000	1e+05
0.153472222222222	3.552	25	0.5	1000	1e+05
0.154166666666667	3.552	25	0.5	1000	1e+05
0.154861111111111	3.552	25	0.5	1000	1e+05
0.155555555555556	3.552	25	0.5	1000	1e+05
0.15625	3.552	25	0.5	1000	1e+05
0.156944444444444	3.552	25	0.5	1000	1e+05
0.157638888888889	3.552	25	0.5	1000	1e+05
0.158333333333333	3.552	25	0.5	1000	1e+05
0.159027777777778	3.552	25	0.5	1000	1e+05
0.159722222222222	3.552	25	0.5	1000	1e+05
0.160416666666667	3.552	25	0.5	1000	1e+05
0.161111111111111	3.552	25	0.5	1000	1e+05
0.161805555555556	3.552	25	0.5	1000	1e+05
0.1625	3.552	25	0.5	1000	1e+05
0.163194444444444	3.552	25	0.5	1000	1e+05
0.163888888888889	3.552	25	0.5	1000	1e+05
0.164583333333333	3.552	25	0.5	1000	1e+05
0.165277777777778	3.552	25	0.5	1000	1e+05
0.165972222222222	3.552	25	0.5	1000	1e+05
0.166666666666667	3.552	25	0.5	1000	1e+05
0.167361111111111	3.552	25	0.5	1000	1e+05
0.168055555555556	3.552	25	0.5	1000	1e+05
0.16875	3.552	25	0.5	1000	1e+05
0.169444444444444	3.552	25	0.5	1000	1e+05
0.170138888888889	3.552	25	0.5	1000	1e+05
0.170833333333333	3.552	25	0.5	1000	1e+05
0.171527777777778	3.552	25	0.5	1000	1e+05
0.172222222222222	3.552	25	0.5	1000	1e+05
0.172916666666667	3.552	25	0.5	1000	1e+05
0.173611111111111	3.552	25	0.5	1000	1e+05
0.174305555555556	3.552	25	0.5	1000	1e+05
0.175	3.552	25	0.5	1000	1e+05
0.175694444444444	3.552	25	0.5	1000	1e+05
0.176388888888889	3.552	25	0.5	1000	1e+05
0.177083333333333	3.552	25	0.5	1000	1e+05
0.177777777777778	3.552	25	0.5	1000	1e+05
0.178472222222222	3.552	25	0.5	1000	1e+05
0.179166666666667	3.552	25	0.5	1000	1e+05
0.179861111111111	3.552	25	0.5	1000	1e+05
0.180555555555556	3.552	25	0.5	1000	1e+05
0.18125	3.552	25	0.5	1000	1e+05
0.181944444444444	3.552	25	0.5	1000	1e+05
0.182638888888889	3.552	25	0.5	1000	1e+05
0.183333333333333	3.552	25	0.5	1000	1e+05
0.184027777777778	3.552	25	0.5	1000	1e+05
0.184722222222222	3.552	25	0.5	1000	1e+05
0.185416666666667	3.552	25	0.5	1000	1e+05
0.186111111111111	3.552	25	0.5	1000	1e+05
0.186805555555556	3.552	25	0.5	1000	1e+05
0.1875	3.552	25	0.5	1000	1e+05
0.188194444444444	3.552	25	0.5	1000	1e+05
0.188888888888889	3.552	25	0.5	1000	1e+05
0.189583333333333	3.552	25	0.5	1000	1e+05
0.190277777777778	3.552	25	0.5	1000	1e+05
0.190972222222222	3.552	25	0.5	1000	1e+05
0.191666666666667	3.552	25	0.5	1000	1e+05
0.192361111111111	3.552	25	0.5	1000	1e+05
0.193055555555556	3.552	25	0.5	1000	1e+05
0.19375	3.552	25	0.5	1000	1e+05
0.194444444444444	3.552	25	0.5	1000	1e+05
0.195138888888889	3.552	25	0.5	1000	1e+05
0.195833333333333	3.552	25	0.5	1000	1e+05
0.196527777777778	3.552	25	0.5	1000	1e+05
0.197222222222222	3.552	25	0.5	1000	1e+05
0.197916666666667	3.552	25	0.5	1000	1e+05
0.198611111111111	3.552	25	0.5	1000	1e+05
0.199305555555556	3.552	25	0.5	1000	1e+05
0.2	3.552	25	0.5	1000	1e+05
0.200694444444444	3.552	25	0.5	1000	1e+05
0.201388888888889	3.552	25	0.5	1000	1e+05
0.202083333333333	3.552	25	0.5	1000	1e+05
0.202777777777778	3.552	25	0.5	1000	1e+05
0.203472222222222	3.552	25	0.5	1000	1e+05
0.204166666666667	3.552	25	0.5	1000	1e+05
0.204861111111111	3.552	25	0.5	1000	1e+05
0.205555555555556	3.552	25	0.5	1000	1e+05
0.20625	3.552	25	0.5	1000	1e+05
0.206944444444444	3.552	25	0.5	1000	1e+05
0.207638888888889	3.552	25	0.5	1000	1e+05
0.208333333333333	3.552	25	0.5	1000	1e+05
0.209027777777778	3.552	25	0.5	1000	1e+05
0.209722222222222	3.552	25	0.5	1000	1e+05
0.210416666666667	3.552	25	0.5	1000	1e+05
0.211111111111111	3.552	25	0.5	1000	1e+05
0.211805555555556	3.552	25	0.5	1000	1e+05
0.2125	3.552	25	0.5	1000	1e+05
0.213194444444444	3.552	25	0.5	1000	1e+05
0.213888888888889	3.552	25	0.5	1000	1e+05
0.214583333333333	3.552	25	0.5	1000	1e+05
